Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],temp_diff,estimated_power,Actual Failure,Predicted Failure,Failure Probability,Risk Category
1,302.3,310.9,1523,43.2,210,8.599999999999966,6889.889680440848,0,0,0.15319361341626347,Low Risk
1,303.4,312.8,1518,38.7,103,9.400000000000034,6151.929566112606,0,0,0.00017371005128218164,Low Risk
1,301.5,310.6,1492,43.0,100,9.100000000000025,6718.400609456892,0,0,0.00025981201763903953,Low Risk
0,302.0,311.0,1420,45.9,144,9.0,6825.424199189184,0,0,0.000706726062420152,Low Risk
0,304.3,313.5,2643,12.7,21,9.199999999999989,3515.033772322012,0,1,0.45029566210666017,Medium Risk
0,299.0,310.2,1516,35.3,102,11.199999999999989,5604.056751277568,0,0,0.00032069230005131656,Low Risk
1,300.4,309.5,1888,21.9,221,9.100000000000025,4329.868658883596,0,0,0.16398210642280917,Low Risk
0,302.3,311.1,1373,53.0,181,8.800000000000011,7620.351860302522,0,0,0.037446856278132164,Low Risk
0,301.1,312.4,1430,37.9,124,11.299999999999956,5675.496568220201,0,0,0.010611632140172992,Low Risk
0,298.9,310.0,1693,28.8,56,11.100000000000025,5105.967708026419,0,0,0.0009104050001373766,Low Risk
0,298.0,307.6,1450,48.7,138,9.600000000000025,7394.785507774775,0,0,0.00045481225131574666,Low Risk
0,302.3,310.1,1388,49.9,48,7.800000000000011,7253.015903293779,0,0,0.014202663139678266,Low Risk
1,299.0,310.3,1494,46.6,144,11.300000000000011,7290.631239332762,0,0,0.0003192603180875098,Low Risk
0,300.7,310.7,1507,46.1,209,10.0,7275.164131501589,0,0,0.04556307819261222,Low Risk
1,299.7,309.1,1576,36.4,149,9.400000000000034,6007.39536009645,0,0,0.00025622396367210964,Low Risk
0,301.5,310.6,1519,40.7,208,9.100000000000025,6474.120836689262,0,0,0.03335156784222573,Low Risk
2,301.8,311.1,1543,36.4,120,9.300000000000011,5881.605990246714,0,0,0.0003016310518282456,Low Risk
0,302.1,311.2,1417,48.0,13,9.099999999999966,7122.618864218779,0,0,0.0005735769028497881,Low Risk
0,301.7,310.6,1447,56.9,47,8.900000000000034,8622.027733948602,0,0,0.005510079519198932,Low Risk
0,300.5,309.9,1480,40.0,148,9.399999999999975,6199.409503083858,0,0,0.0007014798869278195,Low Risk
0,301.4,311.3,1674,33.3,46,9.900000000000034,5837.518973341337,0,0,0.00033937463835791745,Low Risk
0,301.2,310.7,1517,39.4,107,9.5,6259.07881955104,0,0,0.0002278153911237947,Low Risk
0,303.5,312.1,1674,30.8,0,8.600000000000023,5399.266798165562,0,0,0.0015087657166410352,Low Risk
0,301.1,311.1,1387,53.1,188,10.0,7712.578548636406,0,0,0.003466691913625195,Low Risk
0,302.3,311.4,1504,38.7,65,9.099999999999966,6095.1924027887735,0,0,0.00032870421283290275,Low Risk
0,299.6,310.9,1472,40.9,137,11.299999999999956,6304.631913028092,0,0,0.0002746151593115763,Low Risk
2,297.7,309.4,1608,30.2,135,11.699999999999989,5085.35886021887,0,0,0.0006610025857980638,Low Risk
0,296.2,306.9,1526,34.9,140,10.699999999999989,5577.101886309769,0,0,0.00044520666057710546,Low Risk
0,297.0,308.1,1429,54.0,138,11.100000000000025,8080.804623563667,0,0,0.006043364703325598,Low Risk
0,298.5,308.8,1305,58.7,26,10.300000000000011,8021.899761308857,0,0,0.0024728838326222237,Low Risk
0,302.7,312.3,1421,48.5,0,9.600000000000025,7217.128443214272,0,0,0.0014004454193760328,Low Risk
1,301.9,310.9,2305,16.1,42,9.0,3886.2024723681343,0,0,0.0009133980281304713,Low Risk
0,303.4,311.7,1295,51.3,51,8.300000000000011,6956.899851741916,1,1,0.9723213311387642,High Risk
2,302.3,310.9,1366,48.4,130,8.599999999999966,6923.483777883234,1,1,0.6088740163893465,High Risk
1,299.2,308.3,1582,45.5,107,9.100000000000025,7537.83269326823,0,0,0.00032085038407201716,Low Risk
0,298.9,308.7,1389,44.9,69,9.800000000000011,6530.962719768212,0,0,0.0006844588457585919,Low Risk
1,296.9,307.9,2010,18.9,86,11.0,3978.198777240754,0,0,0.0015664136141961252,Low Risk
0,299.5,309.4,1602,31.5,193,9.899999999999975,5284.473002603391,0,0,0.00029996579056102546,Low Risk
1,298.3,309.2,1783,28.3,130,10.899999999999975,5284.0436516074005,0,0,0.0008748378344997672,Low Risk
0,301.5,310.9,1318,50.6,11,9.399999999999975,6983.844244734205,0,0,0.006628589086491249,Low Risk
0,300.6,311.3,1531,38.5,0,10.699999999999989,6172.548885895666,0,0,0.0002351699904786637,Low Risk
0,299.0,309.1,1523,38.6,177,10.100000000000025,6156.244020023535,0,0,0.0002603987088804117,Low Risk
2,300.4,309.3,1396,51.2,54,8.900000000000034,7484.865441128706,0,0,0.005967059515467349,Low Risk
1,303.4,311.8,1391,42.7,197,8.400000000000034,6219.903159160777,0,0,0.04497452590945449,Low Risk
0,302.4,311.2,1466,43.9,152,8.800000000000011,6739.491168137991,0,0,0.0002661014095877001,Low Risk
0,299.9,310.3,1638,29.1,152,10.400000000000034,4991.550903582679,0,0,0.011643871442851872,Low Risk
0,295.7,306.2,2270,14.6,149,10.5,3470.622124175764,1,1,0.6952704906765811,High Risk
0,302.3,311.3,1439,41.8,96,9.0,6298.914214398558,0,0,0.0021946883914121668,Low Risk
1,302.3,311.3,1339,50.8,123,9.0,7123.163406945401,0,0,0.003225670789902628,Low Risk
2,300.5,311.7,1454,50.3,175,11.199999999999989,7658.804954382461,0,0,0.001137668363059426,Low Risk
1,298.4,309.5,1344,45.3,122,11.100000000000025,6375.6737949012695,0,0,0.0005091338254852925,Low Risk
0,298.9,309.0,1410,65.7,191,10.100000000000025,9700.923955019924,1,1,0.995,High Risk
1,300.2,309.4,1433,48.8,191,9.199999999999989,7323.094363419855,0,0,0.0009417525125542115,Low Risk
0,302.2,311.7,1488,44.6,178,9.5,6949.705604565197,0,0,0.00022522632499101948,Low Risk
2,300.5,311.6,1351,53.5,78,11.100000000000025,7568.986820416329,0,0,0.0023227100261793304,Low Risk
2,303.0,312.5,1698,30.0,89,9.5,5334.424325795469,0,0,0.00037183190761272997,Low Risk
0,297.4,308.3,1472,45.5,2,10.900000000000034,7013.710318894332,0,0,0.0003141893066378105,Low Risk
0,296.2,306.8,1389,53.3,132,10.600000000000025,7752.790934602354,0,0,0.006443731811525626,Low Risk
1,297.4,308.6,1522,38.0,33,11.200000000000044,6056.571757100643,0,0,0.00037063121811883046,Low Risk
2,301.3,310.1,1455,44.1,188,8.800000000000011,6719.395447130529,0,0,0.000480319356300197,Low Risk
1,301.0,310.6,1698,27.3,14,9.600000000000025,4854.326136473876,0,0,0.006336187866893008,Low Risk
0,300.7,309.5,1467,44.3,55,8.800000000000011,6805.5379176919605,0,0,0.0003367447855809319,Low Risk
0,302.2,311.5,1548,32.4,81,9.300000000000011,5252.240261977559,0,0,0.0002550532863183075,Low Risk
2,296.7,307.4,1661,34.2,109,10.699999999999989,5948.731353278417,0,0,0.0004150751437693751,Low Risk
1,301.5,310.6,1638,31.9,137,9.100000000000025,5471.837588463486,0,0,0.00026874179517110157,Low Risk
1,300.6,310.7,1654,32.0,180,10.099999999999966,5542.607198973352,0,0,0.00023017145920735862,Low Risk
0,298.0,308.6,1610,33.1,56,10.600000000000025,5580.620470081789,0,0,0.0002729847712189394,Low Risk
0,297.6,308.6,1382,47.1,11,11.0,6816.439244199918,0,0,0.00209434732413489,Low Risk
1,300.8,310.7,1483,40.8,28,9.899999999999975,6336.215391172181,0,0,0.00019897664110887987,Low Risk
0,298.5,309.4,1560,37.9,37,10.899999999999975,6191.450801694764,0,0,0.00028818070131838555,Low Risk
0,301.6,310.2,1384,57.1,68,8.599999999999966,8275.625255988281,0,0,0.06492660889375516,Low Risk
1,302.2,311.6,1379,42.9,13,9.400000000000034,6195.126465099464,0,0,0.055487586664353036,Low Risk
0,297.8,307.4,1355,45.8,60,9.599999999999966,6498.803282970966,0,0,0.0006324262401907651,Low Risk
1,301.1,310.9,1396,45.1,12,9.799999999999956,6593.113894431732,0,0,0.00058641988928087,Low Risk
0,300.5,309.9,1443,48.3,122,9.399999999999975,7298.642300599416,0,0,0.0011599361264614842,Low Risk
0,303.3,311.3,1592,33.7,14,8.0,5618.256750071795,0,0,0.00022695380962391281,Low Risk
1,301.7,310.5,1724,33.0,171,8.800000000000011,5957.716308267683,0,0,0.000658129398560764,Low Risk
0,297.3,308.6,1358,47.6,110,11.300000000000011,6769.168746738904,0,0,0.0007383026734240378,Low Risk
1,302.3,311.7,1442,41.7,127,9.399999999999975,6296.94548300231,0,0,0.0003400791451908775,Low Risk
0,304.2,313.3,1410,51.6,47,9.100000000000025,7618.990503485967,0,0,0.00042035389259214087,Low Risk
0,300.7,310.8,1689,28.9,100,10.100000000000025,5111.591158876344,0,0,0.0007216332707558253,Low Risk
0,302.0,310.4,1611,35.6,117,8.399999999999977,6005.84550772068,0,0,0.00024798270425751087,Low Risk
0,301.0,310.9,1813,28.5,197,9.899999999999975,5410.92210691038,0,0,0.0012186179937384465,Low Risk
2,298.1,308.3,1530,42.0,184,10.199999999999989,6729.291463989337,0,0,0.0005773527581770244,Low Risk
2,297.9,309.1,1435,44.7,8,11.200000000000044,6717.196332273017,0,0,0.012027373250425667,Low Risk
2,300.3,309.7,1582,30.8,144,9.399999999999975,5102.532900058494,0,0,0.00042549314046763415,Low Risk
0,300.0,311.0,1637,33.6,181,11.0,5759.92163479767,0,0,0.00031540483336979237,Low Risk
0,299.4,310.6,1348,54.5,22,11.200000000000044,7693.341529620925,0,0,0.0022970709928386937,Low Risk
1,298.1,308.6,1551,42.8,0,10.5,6951.590560157351,0,0,0.00028829244442315957,Low Risk
1,298.8,309.6,1693,33.3,170,10.800000000000011,5903.775162405546,0,0,0.0005648952224750637,Low Risk
0,299.4,309.1,1766,24.6,158,9.700000000000044,4549.403153516451,0,0,0.0011864579425939943,Low Risk
1,300.4,311.7,1555,38.7,5,11.300000000000011,6301.877783468446,0,0,0.0004914842978261574,Low Risk
0,301.9,310.9,1574,31.4,27,9.0,5175.627289132016,0,0,0.00040041563885450347,Low Risk
0,299.1,308.3,1305,61.4,17,9.199999999999989,8390.879818472979,0,0,0.03227746289804754,Low Risk
0,302.3,311.0,1442,43.7,152,8.699999999999989,6598.957256767409,0,0,0.0004928768461336285,Low Risk
0,299.5,309.4,1390,58.8,195,9.899999999999975,8558.955025440031,1,0,0.17686559135857813,Low Risk
0,302.0,309.7,1414,36.3,209,7.699999999999989,5375.07653473292,0,0,0.1392482171001421,Low Risk
1,297.4,308.1,1734,27.7,70,10.700000000000044,5029.878333956474,0,0,0.0011345653667932454,Low Risk
1,297.2,308.5,1584,40.0,4,11.300000000000011,6635.043684381643,0,0,0.0003408655394073518,Low Risk
0,302.6,312.1,1668,28.7,180,9.5,5013.102229186305,0,0,0.0011647126525230773,Low Risk
0,301.9,310.6,1573,36.6,15,8.700000000000045,6028.904797798029,0,0,0.0003548852870593588,Low Risk
2,300.8,311.4,1453,44.6,38,10.599999999999966,6786.238066823408,0,0,0.0006369056474051157,Low Risk
1,299.5,310.1,1659,31.5,44,10.600000000000025,5472.49732292074,0,0,0.0002226478327619508,Low Risk
0,301.1,310.1,1666,27.2,40,9.0,4745.396647198407,0,0,0.0012381504073225712,Low Risk
1,295.5,306.0,1423,45.3,205,10.5,6750.434382547996,0,0,0.030540312688546702,Low Risk
1,301.0,310.9,1510,44.5,66,9.899999999999975,7036.643945265538,0,0,0.00018939759475759585,Low Risk
1,300.7,311.7,1532,40.0,0,11.0,6417.22659373275,0,0,0.00021707541063686813,Low Risk
1,296.6,307.5,1482,39.9,153,10.899999999999975,6192.267615784698,0,0,0.0003270866797440665,Low Risk
0,302.8,312.2,1433,50.0,216,9.399999999999975,7503.170454323622,0,0,0.20097011359852332,Low Risk
0,301.4,310.1,1937,21.8,205,8.700000000000045,4421.9592115358255,0,0,0.13289083051405728,Low Risk
0,302.1,311.3,1477,43.6,196,9.199999999999989,6743.659014391754,0,0,0.00036579744458926493,Low Risk
1,297.5,308.0,2033,16.7,128,10.5,3555.3508780430807,0,0,0.00118138572916824,Low Risk
0,299.0,310.1,1886,21.2,13,11.100000000000025,4187.030912900381,0,0,0.004720124514990381,Low Risk
1,300.4,309.2,1528,37.2,228,8.800000000000011,5952.438432609653,0,0,0.09115355075142503,Low Risk
0,300.0,309.6,1452,46.0,51,9.600000000000025,6994.441883952316,0,0,0.0003550936152081148,Low Risk
0,300.7,310.9,1637,37.2,115,10.199999999999989,6377.05609566885,0,0,0.00023849398326733905,Low Risk
1,298.5,309.7,1523,44.6,83,11.199999999999989,7113.173142306986,0,0,0.00043870096289498893,Low Risk
0,301.2,311.0,1670,33.0,200,9.800000000000011,5771.105704644449,0,0,0.004204643297933369,Low Risk
0,302.9,312.4,1698,33.8,202,9.5,6010.11807372956,0,0,0.0046655762542002375,Low Risk
1,300.3,309.2,1364,47.6,45,8.899999999999977,6799.076708801078,0,0,0.0032016250409650964,Low Risk
0,301.4,311.0,1634,32.6,155,9.600000000000025,5578.253803616085,0,0,0.0003042182818056306,Low Risk
1,302.5,310.4,1429,43.2,191,7.899999999999977,6464.643698850933,0,0,0.0009085904511634947,Low Risk
0,297.3,308.7,1556,36.7,114,11.399999999999975,5980.042560059196,0,0,0.00036527816937789894,Low Risk
1,298.7,309.9,1411,45.1,51,11.199999999999989,6663.956808770181,0,0,0.001048013605070881,Low Risk
1,300.2,311.7,1397,50.2,71,11.5,7343.933594688668,0,0,0.0004685989054029006,Low Risk
0,300.7,310.2,1639,31.4,48,9.5,5389.360309331242,0,0,0.0002760994691888371,Low Risk
0,301.7,310.6,1406,46.0,112,8.900000000000034,6772.854882119114,0,0,0.0007862063823821751,Low Risk
0,301.6,310.6,1391,49.4,164,9.0,7195.859860949469,0,0,0.0004214771991780346,Low Risk
1,297.6,308.7,1376,59.9,74,11.099999999999966,8631.253544374646,0,0,0.022308031758990845,Low Risk
1,302.2,311.4,1539,35.1,24,9.199999999999989,5656.84597983339,0,0,0.0003426754314242065,Low Risk
0,301.0,310.5,1601,33.2,77,9.5,5566.1900878263,0,0,0.0002760994691888371,Low Risk
1,303.9,313.2,1350,47.2,2,9.300000000000011,6672.742796224721,0,0,0.002095670510600286,Low Risk
0,299.0,308.6,1378,47.8,163,9.600000000000025,6897.722718123797,0,0,0.006972983981956607,Low Risk
1,303.3,311.8,1548,33.5,75,8.5,5430.5570609953165,0,0,0.0002408871420929873,Low Risk
1,298.7,310.1,1693,31.9,51,11.400000000000034,5655.568398820928,0,0,0.0005321097563458575,Low Risk
0,300.1,311.4,1484,43.1,13,11.299999999999956,6697.917425355487,0,0,0.00030424070875200115,Low Risk
0,301.8,310.2,2825,5.8,215,8.399999999999977,1715.833187635625,1,1,0.842611756533323,High Risk
1,297.8,307.8,1622,32.1,18,10.0,5452.35971401123,0,0,0.0004922627617568943,Low Risk
1,297.2,308.3,1776,28.0,43,11.100000000000025,5207.503982590441,0,0,0.001023664869599029,Low Risk
0,297.8,308.4,1612,32.1,183,10.599999999999966,5418.744672617819,0,0,0.00029878320595216423,Low Risk
0,301.2,310.7,1551,41.2,82,9.5,6691.718015852404,0,0,0.00022742499469902093,Low Risk
0,299.0,308.6,1946,22.3,102,9.600000000000025,4544.397549221731,0,0,0.0011587238762104627,Low Risk
0,302.0,310.8,1383,50.3,231,8.800000000000011,7284.81929292362,1,1,0.4188031447676199,Medium Risk
1,296.9,308.1,1440,46.3,64,11.200000000000044,6981.875513337955,0,0,0.0005080566359069537,Low Risk
0,300.4,310.5,1818,25.1,14,10.100000000000025,4778.550921669292,0,0,0.0009801484752695517,Low Risk
0,302.4,310.2,1633,28.0,164,7.800000000000011,4788.206083091323,0,0,0.0012740616488484257,Low Risk
1,297.8,307.8,1310,57.9,70,10.0,7942.888706071074,0,0,0.010760402019402013,Low Risk
1,301.7,310.6,1876,22.1,99,8.900000000000034,4341.639159359046,0,0,0.0035454138069167984,Low Risk
1,299.0,310.6,1787,22.2,192,11.600000000000025,4154.37929325407,0,0,0.0026176188513269967,Low Risk
0,297.6,309.4,1628,33.4,229,11.799999999999956,5694.157628582525,0,0,0.09130234171455451,Low Risk
0,302.3,311.5,1565,35.6,41,9.199999999999989,5834.356436736724,0,0,0.0003516716438062302,Low Risk
0,298.6,309.1,1537,35.7,198,10.5,5746.06721119534,0,0,0.0018971858294064756,Low Risk
1,300.7,311.0,1559,42.8,121,10.300000000000011,6987.446604310322,0,0,0.00018598000700156383,Low Risk
0,299.6,311.0,1708,31.0,122,11.399999999999975,5544.7015940757465,0,0,0.0005061721047494252,Low Risk
0,298.6,309.7,1925,22.1,7,11.099999999999966,4455.040182178126,0,0,0.005929296029556081,Low Risk
1,303.4,311.8,1316,50.9,69,8.400000000000034,7014.589964837338,1,1,0.9620713311387642,High Risk
0,296.3,307.3,1567,31.4,5,11.0,5152.609886956715,0,0,0.0005043043581368481,Low Risk
1,300.2,310.3,1704,29.4,221,10.100000000000025,5246.208404082668,0,0,0.10051707188650115,Low Risk
2,296.9,307.8,1549,35.8,206,10.900000000000034,5807.150244356636,1,0,0.021503789974605003,Low Risk
1,298.3,307.9,1485,42.0,117,9.599999999999966,6531.37112681318,0,0,0.00039627118859464453,Low Risk
0,300.7,310.6,1616,29.6,47,9.900000000000034,5009.122878491758,0,0,0.001402054880491373,Low Risk
0,301.0,310.9,1479,44.3,194,9.899999999999975,6861.206939513572,0,0,0.00024268690114383578,Low Risk
1,295.8,306.5,1514,37.7,60,10.699999999999989,5977.173238768916,0,0,0.0004384439968960986,Low Risk
0,298.7,309.5,1446,40.0,160,10.800000000000011,6056.9906361211215,0,0,0.0003175491393180435,Low Risk
0,299.8,309.2,1439,36.1,203,9.399999999999975,5439.971366980573,0,0,0.05622173371420027,Low Risk
0,298.6,310.0,1522,40.3,32,11.399999999999975,6423.153731872522,0,0,0.0004295722932177145,Low Risk
0,301.6,310.6,1418,43.9,129,9.0,6518.825700149845,0,0,0.0004798660229437561,Low Risk
1,298.8,310.0,1295,52.7,74,11.199999999999989,7146.75676777386,0,0,0.0021158582981014133,Low Risk
0,299.0,310.4,1382,53.0,89,11.399999999999975,7670.3031834946,0,0,0.001055628450732044,Low Risk
1,300.5,311.6,1456,51.1,193,11.100000000000025,7791.317332510879,0,0,0.01530363599115888,Low Risk
1,302.2,310.1,1368,51.6,12,7.900000000000034,7392.041850190639,1,1,0.9471323623026209,High Risk
2,303.8,312.9,1378,45.6,184,9.099999999999966,6580.254308503037,0,0,0.0269403904403374,Low Risk
2,298.6,309.4,1439,47.1,149,10.799999999999956,7097.580370769668,0,0,0.013247319310398629,Low Risk
0,302.4,311.9,1541,37.9,192,9.5,6116.042106033096,0,0,0.0002222984885997135,Low Risk
1,301.5,310.1,1468,40.8,32,8.600000000000023,6272.126901038951,0,0,0.00020156548719826577,Low Risk
0,299.1,308.9,1686,29.6,108,9.799999999999956,5226.102211099693,0,0,0.0004314121929029905,Low Risk
0,302.3,310.7,1499,37.8,137,8.399999999999977,5933.651708541185,0,0,0.0002595786108575468,Low Risk
2,297.9,307.6,1418,43.0,207,9.700000000000044,6385.182348666135,0,0,0.0702637319588668,Low Risk
2,300.3,311.9,1390,49.0,194,11.599999999999966,7132.4625212000265,0,0,0.0016594143462418751,Low Risk
1,298.5,309.5,1483,44.8,92,11.0,6957.412978542003,0,0,0.0008396684858315537,Low Risk
0,301.3,310.4,1384,50.1,88,9.099999999999966,7261.100268389017,0,0,0.00043784879027442735,Low Risk
0,297.2,308.5,1447,47.9,188,11.300000000000011,7258.262363025274,0,0,0.00043784847500861985,Low Risk
0,297.1,307.8,1477,36.6,177,10.699999999999989,5660.961466209591,0,0,0.000521267540736672,Low Risk
0,296.8,308.0,1675,29.7,46,11.199999999999989,5209.546017815274,0,0,0.000704259009352965,Low Risk
0,298.2,307.8,1749,26.1,66,9.600000000000025,4780.341629481837,0,0,0.0010606519266253063,Low Risk
0,303.5,312.4,1284,70.6,94,8.899999999999977,9492.887689499204,1,1,0.938,High Risk
0,297.9,309.8,2000,21.3,29,11.900000000000034,4461.061568097506,0,0,0.008968334417861972,Low Risk
0,301.1,310.5,1428,44.1,103,9.399999999999975,6594.70563470955,0,0,0.0004721319059155013,Low Risk
1,298.7,309.8,1435,48.8,71,11.100000000000025,7333.315011519535,0,0,0.0009178928515349166,Low Risk
0,300.0,311.3,1493,41.4,28,11.300000000000011,6472.749007897195,0,0,0.0002810195573180415,Low Risk
0,300.5,311.6,1541,47.8,156,11.100000000000025,7713.636218163114,0,0,0.005640456626334698,Low Risk
0,297.2,308.6,1636,31.3,192,11.400000000000034,5362.363556461394,0,0,0.0016895449343939412,Low Risk
0,298.4,309.2,1345,52.7,196,10.800000000000011,7422.693322514164,0,0,0.0337622151582055,Low Risk
0,297.5,308.5,1722,30.4,178,11.0,5481.953516808045,0,0,0.0006213847013729801,Low Risk
0,302.6,311.0,1369,60.0,93,8.399999999999977,8601.680685528854,1,1,0.9209251439667745,High Risk
2,297.3,307.9,1461,37.5,161,10.599999999999966,5737.33358361836,0,0,0.0006174294394812629,Low Risk
0,303.0,311.2,1755,30.4,205,8.199999999999989,5587.008375144087,0,0,0.01491676502019639,Low Risk
0,302.0,310.5,1651,30.9,146,8.5,5342.372555209051,0,0,0.00026393857728680204,Low Risk
2,299.2,308.7,1448,51.4,173,9.5,7793.998158241941,0,0,0.000591090043906279,Low Risk
0,298.9,310.2,1562,42.5,179,11.300000000000011,6951.820943618614,0,0,0.00029490366476614226,Low Risk
0,300.7,311.7,1524,43.5,222,11.0,6942.291445902724,0,0,0.05188177365705335,Low Risk
0,297.8,308.4,1737,27.5,146,10.599999999999966,5002.200902678348,0,0,0.003094438579232429,Low Risk
0,302.6,312.0,1674,32.2,70,9.399999999999975,5644.688016263997,0,0,0.0002931523791473418,Low Risk
0,298.7,309.7,1881,21.7,29,11.0,4274.419548547737,0,0,0.0024023497362694506,Low Risk
2,302.4,312.0,1477,39.7,18,9.600000000000025,6140.441808975977,0,0,0.0003122847022162133,Low Risk
0,299.6,310.2,1333,51.2,40,10.599999999999966,7147.081399014733,0,0,0.002927037917955978,Low Risk
1,298.5,309.0,1921,22.0,196,10.5,4425.6662908670605,0,0,0.001508723107899043,Low Risk
0,297.3,308.2,1446,53.5,7,10.899999999999975,8101.224975812,0,0,0.0019462694050728063,Low Risk
1,297.9,309.2,1529,38.1,96,11.300000000000011,6100.438862520268,0,0,0.0003500987428324812,Low Risk
0,301.2,310.3,1548,38.6,59,9.100000000000025,6257.298583714007,0,0,0.0002627696708705983,Low Risk
0,303.7,312.6,1396,44.1,136,8.900000000000034,6446.925116284687,0,0,0.0005610155684194818,Low Risk
1,300.1,309.4,1569,31.6,124,9.299999999999956,5192.047346734779,0,0,0.00032355109918544614,Low Risk
0,300.7,311.7,1635,32.4,213,11.0,5547.424307708856,0,0,0.02998863898826909,Low Risk
0,296.6,307.4,1616,28.0,175,10.799999999999956,4738.359479654365,0,0,0.002487492293488872,Low Risk
0,299.7,309.2,1616,31.6,175,9.5,5347.577127038498,0,0,0.00035744203526727746,Low Risk
0,301.1,309.8,1519,39.6,167,8.699999999999989,6299.144597859823,0,0,0.0004559140800521259,Low Risk
0,299.2,308.4,1509,39.4,0,9.199999999999989,6226.071152737323,0,0,0.00034687874685946035,Low Risk
0,298.6,309.4,1698,33.2,147,10.799999999999956,5903.429587213652,0,0,0.0004412932708659419,Low Risk
0,297.2,308.6,1924,22.1,163,11.400000000000034,4452.725875589982,0,0,0.0035455552266667302,Low Risk
1,301.9,310.7,1405,47.9,80,8.800000000000011,7047.587159675543,0,0,0.0005396804567820771,Low Risk
0,296.9,308.4,1557,32.4,173,11.5,5282.776542570452,0,0,0.0004195231024559612,Low Risk
0,300.9,310.7,1427,44.1,141,9.800000000000011,6590.087493508774,0,0,0.00044132966120169985,Low Risk
0,300.9,310.8,1493,45.8,57,9.900000000000034,7160.674023229264,0,0,0.0002455281312196811,Low Risk
0,298.4,308.2,1364,45.9,63,9.800000000000011,6556.25254062961,0,0,0.0005399924847090108,Low Risk
0,301.4,310.7,1376,50.6,25,9.300000000000011,7291.175782059383,0,0,0.0010606135888336953,Low Risk
0,298.1,308.9,1367,41.9,113,10.799999999999956,5998.064829915288,0,0,0.00043529295447236827,Low Risk
1,298.3,309.0,1802,27.5,71,10.699999999999989,5189.38746495474,0,0,0.0008748378344997672,Low Risk
0,295.6,306.3,1911,20.9,74,10.699999999999989,4182.496547503699,0,0,0.0012270867940874738,Low Risk
0,301.2,311.2,1635,29.6,211,10.0,5068.017268771054,0,0,0.03158337773464822,Low Risk
0,298.2,307.6,1369,54.5,82,9.400000000000034,7813.193289355376,0,0,0.0034226133009700277,Low Risk
1,302.3,311.2,1546,40.0,71,8.899999999999977,6475.86965659976,0,0,0.0002861125091497676,Low Risk
0,301.5,310.5,1535,39.0,204,9.0,6269.048140238431,0,0,0.025418154632272438,Low Risk
1,302.0,311.2,1625,30.7,189,9.199999999999989,5224.206783532027,0,0,0.00034322679274246664,Low Risk
0,300.8,310.6,1384,52.9,165,9.800000000000011,7666.910263428722,0,0,0.0003947901892154573,Low Risk
0,301.5,310.5,1435,44.6,135,9.0,6702.169047413346,0,0,0.00050773784509131,Low Risk
0,298.8,310.1,1653,30.3,119,11.300000000000011,5244.983182947767,0,0,0.0005106233423599641,Low Risk
0,302.2,311.5,1744,31.2,172,9.300000000000011,5698.095091375022,0,0,0.000980060441479299,Low Risk
1,297.9,309.0,2456,13.9,82,11.100000000000025,3574.9648881769936,0,0,0.007188236024624754,Low Risk
0,298.7,309.7,1510,40.6,162,11.0,6419.949307365861,0,0,0.0003670034071726279,Low Risk
0,303.7,313.0,1753,29.0,42,9.300000000000011,5323.638191018144,0,0,0.0007909487455185423,Low Risk
0,297.4,308.3,1412,42.0,111,10.900000000000034,6210.300357616304,0,0,0.0006790679515305372,Low Risk
0,301.3,310.4,1501,41.6,192,9.099999999999966,6538.869061279749,0,0,0.0002863845018981129,Low Risk
0,298.6,309.4,1667,35.6,185,10.799999999999956,6214.614811527233,0,0,0.00042487939407851084,Low Risk
1,299.4,309.1,1440,50.0,134,9.700000000000044,7539.822368615503,0,0,0.0008170900384360496,Low Risk
0,297.9,307.6,1515,40.5,118,9.700000000000044,6425.342374754525,0,0,0.0002872357830114954,Low Risk
0,302.2,310.9,1604,40.5,68,8.699999999999989,6802.8047320833375,0,0,0.0003690431472578209,Low Risk
1,302.3,311.7,1639,36.6,121,9.399999999999975,6281.865838265079,0,0,0.00017710936391999573,Low Risk
0,297.4,308.4,1394,50.1,213,11.0,7313.5648657039665,0,0,0.12132005355735272,Low Risk
1,301.9,310.9,1419,47.7,20,9.0,7088.092760955828,1,0,0.0005687143549512046,Low Risk
0,298.9,310.1,1466,43.4,50,11.200000000000044,6662.73158763528,0,0,0.0002951684573459302,Low Risk
0,299.4,309.2,1607,31.7,145,9.800000000000011,5334.623293330196,0,0,0.0005866673558278006,Low Risk
1,299.0,309.8,2240,15.9,144,10.800000000000011,3729.698798341802,0,0,0.0022760361261603434,Low Risk
0,299.3,308.8,1772,25.2,89,9.5,4676.197833015335,0,0,0.0009935561316721227,Low Risk
0,297.1,308.5,1323,44.4,207,11.399999999999975,6151.364079434959,1,0,0.08141799339216005,Low Risk
0,304.0,313.1,1465,41.0,69,9.100000000000025,6289.992091262364,0,0,0.00021868463055515794,Low Risk
1,302.2,311.7,1653,31.4,2,9.5,5435.395113681844,0,0,0.0002352386522961922,Low Risk
1,298.7,309.7,1868,23.8,118,11.0,4655.672761011882,0,0,0.0022707548510960338,Low Risk
0,301.3,311.2,1457,44.5,14,9.899999999999975,6789.66240281582,0,0,0.00025301201589214827,Low Risk
